index,original,resolved,passed
1016,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1017,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1018,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1019,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1020,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1021,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1022,The bird found a worm. It ate it quickly.,The bird found a worm. The bird ate the bird quickly.,True
1023,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1024,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1025,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1026,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1027,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1028,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1029,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1030,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1031,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1032,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1033,The monkey grabbed the food. It climbed back up the tree.,The monkey grabbed the food. The monkey climbed back up the tree.,True
1034,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1035,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1036,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1037,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1038,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1039,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1040,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1041,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1042,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1043,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1044,The puppy hid under the bed. It was scared of the thunder.,The puppy hid under the bed. The puppy was scared of the thunder.,True
1045,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1046,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1047,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1048,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1049,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1050,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1051,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1052,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1053,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1054,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1055,The cow entered the field. It ate all the crops.,The cow entered the field. The cow ate all the crops.,True
1056,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1057,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1058,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1059,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1060,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1061,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1062,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1063,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1064,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1065,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1066,The elephant drank from the river. It splashed water around.,The elephant drank from the river. The elephant splashed water around.,True
1067,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1068,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1069,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1070,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1071,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1072,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1073,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1074,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1075,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1076,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1077,The horse ran fast. It reached the finish line first.,The horse ran fast. The horse reached the finish line first.,True
1078,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1079,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1080,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1081,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1082,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1083,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1084,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1085,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1086,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1087,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1088,The parrot escaped from its cage. It sat on the roof for hours.,The parrot escaped from its cage. The parrot sat on the roof for hours.,True
1089,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1090,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1091,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1092,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1093,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1094,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1095,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1096,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1097,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1098,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1099,The cow and the goat were grazing. It wandered away from the herd.,The cow and the goat were grazing. The cow wandered away from the herd.,True
1100,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1101,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1102,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1103,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1104,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1105,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1106,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1107,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1108,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1109,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1110,The snake entered the garden. The children ran away from it.,The snake entered the garden. The children ran away from the snake.,True
1111,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1112,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1113,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1114,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1115,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1116,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1117,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1118,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1119,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1120,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1121,The rabbit saw the fox. It hid behind the bush.,The rabbit saw the fox. The rabbit hid behind the bush.,True
1122,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1123,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1124,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1125,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1126,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1127,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1128,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1129,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1130,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1131,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1132,The hen laid an egg. It rolled down the slope.,The hen laid an egg. The hen rolled down the slope.,True
1133,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1134,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1135,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1136,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1137,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1138,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1139,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1140,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1141,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1142,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1143,The fish swam to the surface. It swallowed the bait.,The fish swam to the surface. The fish swallowed the bait.,True
1144,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1145,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1146,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1147,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1148,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1149,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1150,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1151,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1152,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1153,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1154,The deer ran into the forest. The hunter could not catch it.,The deer ran into the forest. The hunter could not catch the deer.,True
1155,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1156,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1157,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1158,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1159,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1160,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1161,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1162,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1163,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1164,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1165,The dog fetched the ball. Its owner rewarded it with a treat.,The dog fetched the ball. The dog's owner rewarded the dog with a treat.,True
1166,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1167,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1168,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1169,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1170,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1171,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1172,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1173,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1174,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1175,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1176,The crow drank the water. It dropped stones into the pot.,The crow drank the water. The crow dropped stones into the pot.,True
1177,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1178,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1179,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1180,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1181,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1182,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1183,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1184,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1185,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1186,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1187,The goat climbed the hill. It found grass at the top.,The goat climbed the hill. The goat found grass at the top.,True
1188,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1189,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1190,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1191,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1192,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1193,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1194,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1195,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1196,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1197,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1198,The tiger roared loudly. The other animals ran away from it.,The tiger roared loudly. The other animals ran away from the tiger.,True
1199,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1200,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1201,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1202,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1203,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1204,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1205,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1206,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1207,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1208,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1209,The butterfly sat on the flower. It flew away when touched.,The butterfly sat on the flower. The butterfly flew away when touched.,True
1210,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1211,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1212,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1213,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1214,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1215,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1216,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1217,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1218,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1219,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1220,The frog jumped into the pond. It disappeared under the water.,The frog jumped into the pond. The frog disappeared under the water.,True
1221,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1222,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1223,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1224,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1225,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1226,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1227,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1228,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1229,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1230,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1231,The donkey carried the load. It was too heavy for it.,The donkey carried the load. The donkey was too heavy for the donkey.,True
1232,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1233,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1234,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1235,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1236,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1237,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1238,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1239,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1240,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1241,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1242,The peacock danced in the rain. Everyone stopped to watch it.,The peacock danced in the rain. Everyone stopped to watch the peacock.,True
1243,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1244,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1245,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1246,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1247,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1248,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1249,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1250,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1251,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1252,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1253,The squirrel collected nuts. It stored them in the tree hollow.,The squirrel collected nuts. It stored the squirrel in the tree hollow.,True
1254,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1255,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1256,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1257,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1258,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1259,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1260,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1261,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1262,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1263,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1264,The lion roared at sunrise. The forest became silent after it.,The lion roared at sunrise. The forest became silent after the lion.,True
1265,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1266,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1267,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1268,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1269,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1270,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1271,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1272,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1273,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1274,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1275,The owl hooted at night. It scared the small child.,The owl hooted at night. The owl scared the small child.,True
1276,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1277,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1278,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1279,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1280,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1281,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1282,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1283,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1284,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1285,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1286,The camel walked through the desert. It needed no water for days.,The camel walked through the desert. The camel needed no water for days.,True
1287,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1288,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1289,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1290,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1291,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1292,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1293,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1294,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1295,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1296,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1297,The pigeon returned home. It had a message tied to it.,The pigeon returned home. The pigeon had a message tied to the pigeon.,True
1298,The calf followed the cow. She guided it back to the shed.,The calf followed the cow. She guided the calf back to the shed.,True
1299,The calf followed the cow. She guided it back to the shed.,The calf followed the cow. She guided the calf back to the shed.,True
1300,The calf followed the cow. She guided it back to the shed.,The calf followed the cow. She guided the calf back to the shed.,True
1301,The calf followed the cow. She guided it back to the shed.,The calf followed the cow. She guided the calf back to the shed.,True
