input,expected_resolved,should_resolve,target_language
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,telugu
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,marathi
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,gujarati
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,kannada
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,malayalam
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,punjabi
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,odia
The tap was leaking. The plumber fixed it quickly.,The tap was leaking. The plumber fixed the tap leaking quickly.,True,assamese
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,hindi
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,bengali
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,tamil
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,telugu
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,marathi
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,gujarati
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,kannada
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,malayalam
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,punjabi
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,odia
The car ran out of petrol. She pushed it to the side.,The car ran out of petrol. The pushed the car out to the side.,True,assamese
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,hindi
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,bengali
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,tamil
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,telugu
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,marathi
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,gujarati
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,kannada
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,malayalam
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,punjabi
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,odia
The laptop overheated. He turned it off to cool it down.,The laptop overheated. The turned the laptop overheated off to cool the laptop overheated down.,True,assamese
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,hindi
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,bengali
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,tamil
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,telugu
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,marathi
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,gujarati
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,kannada
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,malayalam
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,punjabi
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,odia
The door was stuck. She managed to open it with force.,The door was stuck. The managed to open the door stuck with force.,True,assamese
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,hindi
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,bengali
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,tamil
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,telugu
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,marathi
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,gujarati
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,kannada
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,malayalam
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,punjabi
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,odia
The bottle fell from the shelf. It shattered on the floor.,The bottle fell from the shelf. The bottle from shattered on the floor.,True,assamese
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,hindi
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,bengali
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,tamil
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,telugu
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,marathi
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,gujarati
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,kannada
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,malayalam
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,punjabi
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,odia
The book was torn. The teacher replaced it with a new one.,The book was torn. The teacher replaced the book torn with a new one.,True,assamese
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,hindi
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,bengali
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,tamil
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,telugu
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,marathi
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,gujarati
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,kannada
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,malayalam
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,punjabi
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,odia
The torch went out. He shook it to bring it back.,The torch went out. The shook the torch out to bring the torch out back.,True,assamese
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,hindi
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,bengali
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,tamil
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,telugu
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,marathi
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,gujarati
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,kannada
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,malayalam
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,punjabi
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,odia
The stove stopped working. She used a different one.,The stove stopped working. The used a different one.,True,assamese
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,hindi
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,bengali
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,tamil
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,telugu
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,marathi
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,gujarati
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,kannada
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,malayalam
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,punjabi
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,odia
The alarm rang at six. He turned it off and went back to sleep.,The alarm rang at six. The turned the alarm at off and went back to sleep.,True,assamese
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,hindi
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,bengali
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,tamil
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,telugu
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,marathi
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,gujarati
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,kannada
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,malayalam
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,punjabi
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,odia
The umbrella broke in the storm. She threw it away.,The umbrella broke in the storm. The threw the umbrella in away.,True,assamese
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,hindi
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,bengali
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,tamil
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,telugu
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,marathi
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,gujarati
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,kannada
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,malayalam
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,punjabi
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,odia
The bag zip was stuck. He forced it open carefully.,The bag zip was stuck. The forced the bag zip open carefully.,True,assamese
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,hindi
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,bengali
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,tamil
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,telugu
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,marathi
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,gujarati
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,kannada
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,malayalam
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,punjabi
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,odia
The chair leg broke. She glued it back together.,The chair leg broke. The glued the chair leg back together.,True,assamese
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,hindi
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,bengali
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,tamil
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,telugu
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,marathi
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,gujarati
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,kannada
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,malayalam
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,punjabi
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,odia
The window cracked. He covered it with tape.,The window cracked. The covered the window cracked with tape.,True,assamese
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,hindi
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,bengali
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,tamil
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,telugu
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,marathi
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,gujarati
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,kannada
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,malayalam
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,punjabi
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,odia
The lock jammed. She called the locksmith for it.,The lock jammed. The called the locksmith for the lock jammed.,True,assamese
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,hindi
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,bengali
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,tamil
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,telugu
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,marathi
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,gujarati
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,kannada
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,malayalam
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,punjabi
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,odia
The milk boiled over. She cleaned the stove after it.,The milk boiled over. The cleaned the stove after the milk boiled over.,True,assamese
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,hindi
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,bengali
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,tamil
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,telugu
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,marathi
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,gujarati
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,kannada
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,malayalam
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,punjabi
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,odia
The newspaper was wet. He dried it in the sun.,The newspaper was wet. The dried the newspaper wet in the sun.,True,assamese
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,hindi
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,bengali
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,tamil
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,telugu
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,marathi
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,gujarati
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,kannada
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,malayalam
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,punjabi
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,odia
The pen leaked. She threw it away and took a new one.,The pen leaked. The threw the pen leaked away and took a new one.,True,assamese
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,hindi
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,bengali
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,tamil
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,telugu
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,marathi
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,gujarati
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,kannada
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,malayalam
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,punjabi
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,odia
The mirror fell. It cracked but did not shatter.,The mirror fell. The mirror cracked but did not shatter.,True,assamese
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,hindi
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,bengali
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,tamil
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,telugu
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,marathi
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,gujarati
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,kannada
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,malayalam
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,punjabi
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,odia
The rope snapped. He tied the two ends together again.,The rope snapped. The tied the two ends together again.,True,assamese
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,hindi
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,bengali
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,tamil
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,telugu
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,marathi
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,gujarati
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,kannada
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,malayalam
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,punjabi
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,odia
The team won the match. They celebrated together.,The team won the match. The celebrated together.,True,assamese
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,hindi
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,bengali
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,tamil
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,telugu
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,marathi
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,gujarati
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,kannada
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,malayalam
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,punjabi
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,odia
The workers finished the building. They were paid well.,The workers finished the building. The workers finished the were paid well.,True,assamese
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,hindi
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,bengali
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,tamil
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,telugu
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,marathi
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,gujarati
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,kannada
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,malayalam
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,punjabi
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,odia
The athletes won gold medals. The country was proud of them.,The athletes won gold medals. The country was proud of the athletes won gold.,True,assamese
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,hindi
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,bengali
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,tamil
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,telugu
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,marathi
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,gujarati
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,kannada
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,malayalam
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,punjabi
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,odia
The swimmers trained all morning. They were exhausted by noon.,The swimmers trained all morning. The swimmers trained all were exhausted by noon.,True,assamese
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,hindi
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,bengali
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,tamil
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,telugu
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,marathi
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,gujarati
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,kannada
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,malayalam
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,punjabi
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,odia
Ajay and his teammates practiced late. They were determined to win.,Ajay and his teammates practiced late. Ajay were determined to win.,True,assamese
The boys played football. They came home tired.,The boys played football. The came home tired.,True,hindi
The boys played football. They came home tired.,The boys played football. The came home tired.,True,bengali
The boys played football. They came home tired.,The boys played football. The came home tired.,True,tamil
The boys played football. They came home tired.,The boys played football. The came home tired.,True,telugu
The boys played football. They came home tired.,The boys played football. The came home tired.,True,marathi
The boys played football. They came home tired.,The boys played football. The came home tired.,True,gujarati
The boys played football. They came home tired.,The boys played football. The came home tired.,True,kannada
The boys played football. They came home tired.,The boys played football. The came home tired.,True,malayalam
The boys played football. They came home tired.,The boys played football. The came home tired.,True,punjabi
The boys played football. They came home tired.,The boys played football. The came home tired.,True,odia
The boys played football. They came home tired.,The boys played football. The came home tired.,True,assamese
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,hindi
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,bengali
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,tamil
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,telugu
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,marathi
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,gujarati
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,kannada
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,malayalam
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,punjabi
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,odia
The children saw a snake. They ran away from it.,The children saw a snake. The children saw a ran away from the children saw a.,True,assamese
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,hindi
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,bengali
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,tamil
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,telugu
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,marathi
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,gujarati
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,kannada
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,malayalam
